id,nombre,nombre_en,tema,familia,cas,chembl_id,smiles_entrada,smiles_ph74,carga_neta_ph74,smiles_canonico,formula,mw,masa_exacta,carga_formal,logp,refractividad_molar,tpsa,hbd,hba,enlaces_rotables,atomos_pesados,anillos,anillos_aromaticos,fraccion_csp3,qed,estereocentros_cip,inchi,inchikey,lipinski_violaciones,cumple_lipinski,imagen,notas
QFDOS-072,Isoprenalina (Isoproterenol),Isoprenaline,Agonistas adrenergicos directos,Catecolamina,7683-59-2,CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,1,CC(C)NCC(O)c1ccc(O)c(O)c1,C11H17NO3,211.26,211.1208,0,1.13,57.87,72.72,4,4,4,15,1,1,0.455,0.563,1 centro(s) sin definir,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3",JWZZKOKVBUJMES-UHFFFAOYSA-N,0,Si,img/QFDOS-072_isoprenalina_isoproterenol.png,"Prototipo clásico de agonista beta-adrenérgico directo no selectivo (beta1 = beta2). El sustituyente N-isopropilo voluminoso aprovecha un bolsillo hidrofóbico específico del receptor beta que no existe en el receptor alfa, anulando la acción vasoconstrictora alfa. Broncodilatador potente pero con taquicardia severa beta1 y acción muy corta por metilación meta-fenólica mediada por la COMT. Se maneja como racemato."
QFDOS-073,Isoetarina,Isoetharine,Agonistas adrenergicos directos,Catecolamina,530-08-5,CHEMBL1201213,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,CCC([NH2+]C(C)C)C(O)c1ccc(O)c(O)c1,1,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,C13H21NO3,239.31,239.1521,0,1.91,67.08,72.72,4,4,5,17,1,1,0.538,0.592,2 centro(s) sin definir,"InChI=1S/C13H21NO3/c1-4-10(14-8(2)3)13(17)9-5-6-11(15)12(16)7-9/h5-8,10,13-17H,4H2,1-3H3",HUYWAWARQUIQLE-UHFFFAOYSA-N,0,Si,img/QFDOS-073_isoetarina.png,Primer agonista adrenérgico con selectividad funcional beta2 > beta1 empleado en clínica. Deriva de la isoprenalina incorporando un grupo etilo en el carbono alfa de la cadena lateral. Este resto etilo frena el ataque de la MAO y confiere selectividad por el músculo liso bronquial frente al miocardio cardíaco.
QFDOS-074,Salbutamol (Albuterol),Salbutamol,Agonistas adrenergicos directos,Saligenina,18559-94-9,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,1,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,C13H21NO3,239.31,239.1521,0,1.31,66.75,72.72,4,4,4,17,1,1,0.538,0.639,1 centro(s) sin definir,"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3",NDAUXUAQIAJITI-UHFFFAOYSA-N,0,Si,img/QFDOS-074_salbutamol_albuterol.png,"Hito farmacológico en el asma (Ventolin, 1969). Sustituye el fenol meta por un hidroximetilo (-CH2OH), bioisóstero que retiene el enlace de hidrógeno con el receptor beta2 pero es completamente insensible a la metilación por la COMT, multiplicando la duración de acción. Además, el grupo tert-butilo en nitrógeno proporciona selectividad beta2 bronquial frente a beta1 cardíaco. Se comercializa como racemato."
QFDOS-075,(R)-Salbutamol (Levosalbutamol),Levosalbutamol,Agonistas adrenergicos directos,Saligenina,34398-89-9,CHEMBL1201103,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,CC(C)(C)[NH2+]C[C@H](O)c1ccc(O)c(CO)c1,1,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,C13H21NO3,239.31,239.1521,0,1.31,66.75,72.72,4,4,4,17,1,1,0.538,0.639,C7:R,"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3/t12-/m0/s1",NDAUXUAQIAJITI-LBPRGKRZSA-N,0,Si,img/QFDOS-075_r_salbutamol_levosalbutamol.png,"Eutómero (R)-(-) activo del salbutamol. Posee una afinidad por los receptores beta2 aproximadamente 100 veces superior a la del enantiómero (S)-(+)-distómero, evitando los posibles efectos pro-inflamatorios e hiperreactivos atribuidos a este último. Configuración (R)."
QFDOS-076,Normetanefrina,Normetanephrine,Agonistas adrenergicos directos,Feniletanolamina,97-31-4,CHEMBL1201109,COc1cc(C(O)CN)ccc1O,COc1cc(C(O)C[NH3+])ccc1O,1,COc1cc(C(O)CN)ccc1O,C9H13NO3,183.21,183.0895,0,0.39,48.67,75.71,3,4,3,13,1,1,0.333,0.633,1 centro(s) sin definir,"InChI=1S/C9H13NO3/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-4,8,11-12H,5,10H2,1H3",YNYAYWLBAHXHLL-UHFFFAOYSA-N,0,Si,img/QFDOS-076_normetanefrina.png,"Metabolito inactivo generado por O-metilación del hidroxilo fenólico en C3 de la noradrenalina catalizada por la catecol-O-metiltransferasa (COMT). Al transformarse el fenol donador en un éter metílico aceptor/voluminoso se destruye el puente de hidrógeno esencial con el receptor, causando la pérdida total de actividad adrenérgica."
QFDOS-077,Salbutamol analogo hidroxietilico,Salbutamol hydroxyethyl analog,Agonistas adrenergicos directos,Saligenina,,,CC(C)(C)NCC(O)c1ccc(O)c(CCO)c1,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CCO)c1,1,CC(C)(C)NCC(O)c1ccc(O)c(CCO)c1,C14H23NO3,253.34,253.1678,0,1.35,71.61,72.72,4,4,5,18,1,1,0.571,0.639,1 centro(s) sin definir,"InChI=1S/C14H23NO3/c1-14(2,3)15-9-13(18)10-4-5-12(17)11(8-10)6-7-16/h4-5,8,13,15-18H,6-7,9H2,1-3H3",KUBIOWXLZFRHSS-UHFFFAOYSA-N,0,Si,img/QFDOS-077_salbutamol_analogo_hidroxietilico.png,Compuesto clave en el estudio de REA del receptor beta2: demostró que la inserción de un espaciador de dos carbonos (-CH2CH2OH) sigue permitiendo el enlace de hidrógeno con el receptor. Definió el concepto docente de que la región de unión complementaria del receptor debe considerarse como un volumen tridimensional disponible antes que como un punto geométrico puntual rígido.
QFDOS-078,Fenilefrina,Phenylephrine,Agonistas adrenergicos directos,Feniletanolamina,59-42-7,CHEMBL1215,CNC[C@H](O)c1cccc(O)c1,C[NH2+]C[C@H](O)c1cccc(O)c1,1,CNC[C@H](O)c1cccc(O)c1,C9H13NO2,167.21,167.0946,0,0.65,46.99,52.49,3,3,3,12,1,1,0.333,0.619,C4:R,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1",SONNWYBIRXJNDC-VIFPVBQESA-N,0,Si,img/QFDOS-078_fenilefrina.png,"Agonista alfa1-adrenérgico selectivo directo. Conserva el OH fenólico en meta pero carece del OH en para; al no ser catecol, resiste la COMT y presenta mayor duración. Produce vasoconstricción periférica intensa; fármaco de referencia como descongestivo nasal tópico y vasopresor sistémico. Eutómero (R)-(-)."
QFDOS-079,Nafazolina,Naphazoline,Agonistas adrenergicos directos,Imidazolina,835-31-4,CHEMBL761,c1ccc2c(CC3=NCCN3)cccc2c1,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,1,c1ccc2c(CC3=NCCN3)cccc2c1,C14H14N2,210.28,210.1157,0,2.38,67.96,24.39,1,2,2,16,3,2,0.214,0.808,aquiral,"InChI=1S/C14H14N2/c1-2-7-13-11(4-1)5-3-6-12(13)10-14-15-8-9-16-14/h1-7H,8-10H2,(H,15,16)",CNIIGCLFLJGOGP-UHFFFAOYSA-N,0,Si,img/QFDOS-079_nafazolina.png,"Agonista alfa-adrenérgico directo derivado de la 2-imidazolina (2-(1-naftilmetil)-4,5-dihidro-1H-imidazol). Ilustra que los receptores alfa son más permisivos estructuralmente que los beta, tolerando la sustitución completa de la feniletanolamina por un sistema heterocíclico. Potente vasoconstrictor tópico ocular y nasal. Sintetizada a partir de 1-naftilacetonitrilo y etilendiamina."
QFDOS-080,Dicloroisoproterenol (DCI),Dichloroisoproterenol,Bloqueadores beta-adrenergicos,Diclorofeniletanolamina,55-27-6,CHEMBL30816,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,CC(C)[NH2+]CC(O)c1ccc(Cl)c(Cl)c1,1,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,C11H15Cl2NO,248.15,247.0531,0,3.02,64.56,32.26,2,2,4,15,1,1,0.455,0.858,1 centro(s) sin definir,"InChI=1S/C11H15Cl2NO/c1-7(2)14-6-11(15)8-3-4-9(12)10(13)5-8/h3-5,7,11,14-15H,6H2,1-2H3",VKMGSWIFEHZQRS-UHFFFAOYSA-N,0,Si,img/QFDOS-080_dicloroisoproterenol_dci.png,"Primer bloqueante beta de la historia (Powell y Slater, 1958). Diseñado sustituyendo bioisostéricamente los dos fenoles de la isoprenalina por cloro (-Cl). Aunque bloqueaba las acciones de agonistas completos, demostró ser un agonista parcial con considerable actividad simpaticomimética intrínseca (ASI), lo que impidió su empleo como antihipertensivo."
QFDOS-081,Pronetalol,Pronethalol,Bloqueadores beta-adrenergicos,Naftiletanolamina,54-80-8,CHEMBL16476,CC(C)NCC(O)c1ccc2ccccc2c1,CC(C)[NH2+]CC(O)c1ccc2ccccc2c1,1,CC(C)NCC(O)c1ccc2ccccc2c1,C15H19NO,229.32,229.1467,0,2.87,72.05,32.26,2,2,4,17,2,2,0.333,0.845,1 centro(s) sin definir,"InChI=1S/C15H19NO/c1-11(2)16-10-15(17)14-8-7-12-5-3-4-6-13(12)9-14/h3-9,11,15-17H,10H2,1-2H3",HRSANNODOVBCST-UHFFFAOYSA-N,0,Si,img/QFDOS-081_pronetalol.png,"Diseñado por James Black en 1962 (Alderlin) reemplazando el anillo diclorofenilo por un núcleo de 2-naftilo. Primer bloqueante beta puro sin agonismo parcial. Fue retirado de inmediato de la investigación clínica por provocar tumores tímicos en animales de laboratorio, motivando la búsqueda de nuevos esqueletos no tumorigénicos."
QFDOS-082,(S)-Propranolol,(S)-Propranolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,4199-52-2,CHEMBL27,CC(C)NC[C@H](O)COc1cccc2ccccc12,CC(C)[NH2+]C[C@H](O)COc1cccc2ccccc12,1,CC(C)NC[C@H](O)COc1cccc2ccccc12,C16H21NO2,259.35,259.1572,0,2.58,78.59,41.49,2,3,6,19,2,2,0.375,0.838,C6:S,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3/t14-/m0/s1",AQHHHDLHHXJYJD-AWEZNQCLSA-N,0,Si,img/QFDOS-082_s_propranolol.png,"Hito cumbre de Black (1964; Premio Nobel 1988, Sumial). Bloqueante puro, 10-20 veces más activo que pronetalol y sin carcinogenicidad. Introduce el espaciador -OCH2- entre el 1-naftilo y el aminoalcohol, fundando la familia de las ariloxipropanolaminas. Eutómero (S) debido a la inversión de prioridad CIP del -OCH2Ar frente al arilo, manteniendo idéntica orientación espacial del OH que la (R)-noradrenalina. Bloqueador mixto beta1/beta2 (contraindicado en asma)."
QFDOS-083,(R)-Propranolol,(R)-Propranolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,13071-11-9,CHEMBL1200424,CC(C)NC[C@@H](O)COc1cccc2ccccc12,CC(C)[NH2+]C[C@@H](O)COc1cccc2ccccc12,1,CC(C)NC[C@@H](O)COc1cccc2ccccc12,C16H21NO2,259.35,259.1572,0,2.58,78.59,41.49,2,3,6,19,2,2,0.375,0.838,C6:R,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3/t14-/m1/s1",AQHHHDLHHXJYJD-CQSZACIVSA-N,0,Si,img/QFDOS-083_r_propranolol.png,"Distómero del propranolol. Su afinidad por los receptores beta es ~100 veces inferior a la del enantiómero (S). No obstante, retiene la actividad estabilizadora de membrana (bloqueo de canales de sodio cardíacos, efecto anestésico local/antiarrítmico de clase I) y la inhibición de la conversión periférica de T4 a T3."
QFDOS-084,Practolol,Practolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,6673-35-4,CHEMBL6995,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)cc1,1,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,C14H22N2O3,266.34,266.163,0,1.38,75.39,70.59,3,4,7,19,1,1,0.5,0.697,1 centro(s) sin definir,"InChI=1S/C14H22N2O3/c1-10(2)15-8-13(18)9-19-14-6-4-12(5-7-14)16-11(3)17/h4-7,10,13,15,18H,8-9H2,1-3H3,(H,16,17)",DURULFYMVIFBIR-UHFFFAOYSA-N,0,Si,img/QFDOS-084_practolol.png,"Primer bloqueante beta1-cardioselectivo introducido en clínica (Eraldin). El grupo acetamido (-NHCOCH3) en para del anillo fenílico establece enlaces de hidrógeno complementarios específicos con el receptor beta1 del corazón, bloqueando el miocardio sin inducir broncoconstricción en pacientes asmáticos. Sintetizado a partir de 4-acetamidofenol (paracetamol), epiclorhidrina e isopropilamina."
QFDOS-085,Piperoxano,Piperoxan,Bloqueadores alfa-adrenergicos,Benzodioxano,59-39-2,CHEMBL31836,C1CCN(CC2Oc3ccccc3O2)CC1,C1CC[NH+](CC2Oc3ccccc3O2)CC1,1,c1ccc2c(c1)OC(CN1CCCCC1)O2,C13H17NO2,219.28,219.1259,0,2.27,61.78,21.7,0,3,2,16,3,1,0.538,0.761,aquiral,"InChI=1S/C13H17NO2/c1-4-8-14(9-5-1)10-13-15-11-6-2-3-7-12(11)16-13/h2-3,6-7,13H,1,4-5,8-10H2",IYNDAZPVMKHILR-UHFFFAOYSA-N,0,Si,img/QFDOS-085_piperoxano.png,"Primer antagonista alfa sintético de la historia (Fourneau y Bovet, 1933; F 933). Estructura basada en el 1,4-benzodioxano con un grupo piperidinometilo en C2. Actúa como antagonista competitivo sobre receptores alfa vasculares y sirvió para definir farmacológicamente el bloqueo simpaticolítico periférico."
QFDOS-086,(S)-Prosimpal,(S)-Prosympal,Bloqueadores alfa-adrenergicos,Benzodioxano,63-01-4,,CCN(CC)C[C@@H]1Oc2ccccc2O1,CC[NH+](CC)C[C@@H]1Oc2ccccc2O1,1,CCN(CC)CC1Oc2ccccc2O1,C12H17NO2,207.27,207.1259,0,2.13,59.27,21.7,0,3,4,15,2,1,0.5,0.755,aquiral,"InChI=1S/C12H17NO2/c1-3-13(4-2)9-12-14-10-7-5-6-8-11(10)15-12/h5-8,12H,3-4,9H2,1-2H3",MZQSVWMQXWKBQC-UHFFFAOYSA-N,0,Si,img/QFDOS-086_s_prosimpal.png,"2-(dietilaminometil)-1,4-benzodioxano (F 883). Eutómero activo (S)-(-). Demuestra una potencia bloqueadora alfa-adrenérgica seis veces superior a la de su enantiómero (R)-(+), siendo el modelo clásico del curso para ilustrar la estereoselectividad en antagonistas alfa heterocíclicos."
QFDOS-087,(R)-Prosimpal,(R)-Prosympal,Bloqueadores alfa-adrenergicos,Benzodioxano,63-01-4,,CCN(CC)C[C@H]1Oc2ccccc2O1,CC[NH+](CC)C[C@H]1Oc2ccccc2O1,1,CCN(CC)CC1Oc2ccccc2O1,C12H17NO2,207.27,207.1259,0,2.13,59.27,21.7,0,3,4,15,2,1,0.5,0.755,aquiral,"InChI=1S/C12H17NO2/c1-3-13(4-2)9-12-14-10-7-5-6-8-11(10)15-12/h5-8,12H,3-4,9H2,1-2H3",MZQSVWMQXWKBQC-UHFFFAOYSA-N,0,Si,img/QFDOS-087_r_prosimpal.png,Distómero (R)-(+) del prosimpal. Su afinidad seis veces menor respecto al isómero (S) confirma los requerimientos tridimensionales rígidos en la interacción del nitrógeno protonado y el puente dioxánico con el bolsillo de unión alfa-adrenérgico.
QFDOS-088,Prazosina,Prazosin,Bloqueadores alfa-adrenergicos,Quinazolina,19216-56-9,CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,C19H21N5O4,383.41,383.1594,0,1.78,103.88,106.95,1,8,4,28,4,3,0.316,0.727,aquiral,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)",IENZQIKPVFGBNW-UHFFFAOYSA-N,0,Si,img/QFDOS-088_prazosina.png,"Antagonista alfa1 postsináptico potente y selectivo (quinazolina 4-amino-6,7-dimetoxilada sustituida con furoilpiperazina). Produce vasodilatación periférica sin provocar taquicardia refleja notable, ya que no bloquea los receptores alfa2 presinápticos y por tanto no eleva la liberación de noradrenalina. Fármaco hito en hipertensión e hiperplasia benigna de próstata."
QFDOS-089,Tolazolina,Tolazoline,Bloqueadores alfa-adrenergicos,Imidazolina,59-98-3,CHEMBL770,c1ccc(CC2=NCCN2)cc1,c1ccc(CC2=[NH+]CCN2)cc1,1,c1ccc(CC2=NCCN2)cc1,C10H12N2,160.22,160.1,0,1.23,50.45,24.39,1,2,2,12,2,1,0.3,0.691,aquiral,"InChI=1S/C10H12N2/c1-2-4-9(5-3-1)8-10-11-6-7-12-10/h1-5H,6-8H2,(H,11,12)",JIVZKJJQOZQXQB-UHFFFAOYSA-N,0,Si,img/QFDOS-089_tolazolina.png,"2-bencil-4,5-dihidro-1H-imidazol. Antagonista alfa competitivo y vasodilatador periférico. Presenta una llamativa similitud estructural con la nafazolina (agonista): ambas son 2-imidazolinas con un metileno exocíclico, pero la nafazolina lleva 1-naftilo (agonista vasoconstrictor) y la tolazolina lleva fenilo (bloqueador vasodilatador), contradiciendo la regla general de que los antagonistas poseen restos más voluminosos."
QFDOS-090,Fentolamina,Phentolamine,Bloqueadores alfa-adrenergicos,Imidazolina,50-60-2,CHEMBL597,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1,1,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,C17H19N3O,281.36,281.1528,0,2.84,86.6,47.86,2,4,4,21,3,2,0.235,0.906,aquiral,"InChI=1S/C17H19N3O/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(21)11-15/h2-8,11,21H,9-10,12H2,1H3,(H,18,19)",MRBDMNSDAVCSSF-UHFFFAOYSA-N,0,Si,img/QFDOS-090_fentolamina.png,Antagonista alfa1/alfa2 competitivo no selectivo de tipo imidazolina. Potencia muy superior a la tolazolina gracias a los dos anillos aromáticos adicionales enlazados al nitrógeno. Fármaco diagnóstico de elección en el feocromocitoma: tras inyección intravenosa produce un descenso brusco de la presión arterial si existe exceso de catecolaminas circulantes.
QFDOS-091,Yohimbina,Yohimbine,Bloqueadores alfa-adrenergicos,Alcaloide indolico,146-48-5,CHEMBL15245,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CC[NH+]3C[C@@H]2CC[C@@H]1O,1,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,C21H26N2O3,354.45,354.1943,0,2.65,98.66,65.56,2,4,1,26,5,2,0.571,0.773,C5:R; C6:S; C8:S; C22:R; C25:S,"InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1",BLGXFZZNTVWLAY-SCYLSFHTSA-N,0,Si,img/QFDOS-091_yohimbina.png,"Alcaloide indólico pentacíclico de Pausinystalia johimbe. Antagonista selectivo prototipo de los autorreceptores alfa2 presinápticos. Al bloquear la retroalimentación inhibidora normal, dispara masivamente la liberación de noradrenalina tanto a nivel simpático como en el locus coeruleus del SNC, elevando la presión arterial y la frecuencia cardíaca."
QFDOS-092,Fenoxibenzamina,Phenoxybenzamine,Bloqueadores alfa-adrenergicos,Beta-haloetilamina,59-96-1,CHEMBL753,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CC(COc1ccccc1)[NH+](CCCl)Cc1ccccc1,1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,C18H22ClNO,303.83,303.139,0,4.19,88.97,12.47,0,2,8,21,2,2,0.333,0.678,1 centro(s) sin definir,"InChI=1S/C18H22ClNO/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3",QZVCTJOXCFMACW-UHFFFAOYSA-N,0,Si,img/QFDOS-092_fenoxibenzamina.png,"Antagonista alfa irreversible no competitivo. Estructuralmente es una beta-haloetilamina terciaria que cicla espontáneamente in vivo expulsando cloruro para formar un catión aziridinio electrofílico reactivo. Este catión sufre ataque nucleófilo por grupos tiol o carboxilato del receptor alfa, alquilándolo covalentemente de forma irreversible (bloqueo prolongado durante días). Utilizada en feocromocitoma."
QFDOS-093,Aziridinio de fenoxibenzamina,Phenoxybenzamine aziridinium ion,Bloqueadores alfa-adrenergicos,Cation aziridinio,,,CC(COc1ccccc1)[N+]1(Cc2ccccc2)CC1,CC(COc1ccccc1)[N+]1(Cc2ccccc2)CC1,1,CC(COc1ccccc1)[N+]1(Cc2ccccc2)CC1,C18H22NO+,268.38,268.1696,1,3.48,81.54,9.23,0,1,6,20,3,2,0.333,0.575,1 centro(s) sin definir,"InChI=1S/C18H22NO/c1-16(15-20-18-10-6-3-7-11-18)19(12-13-19)14-17-8-4-2-5-9-17/h2-11,16H,12-15H2,1H3/q+1",YAXHTYSSJPQYRF-UHFFFAOYSA-N,0,Si,img/QFDOS-093_aziridinio_de_fenoxibenzamina.png,"Intermedio catiónico reactivo y especie biológicamente activa real de la fenoxibenzamina. Anillo cuaternario de tres eslabones altamente tensionado (60 grados) con fuerte electrofilia. Es atacado por residuos nucleofílicos del receptor alfa-adrenérgico mediante apertura estereoespecífica de anillo, formando el enlace covalente irreversible."
QFDOS-094,Carbidopa,Carbidopa,Biosintesis adrenergica,Catecolhidrazina,28860-95-9,CHEMBL1201236,C[C@](NN)(Cc1ccc(O)c(O)c1)C(=O)O,C[C@](N[NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,C10H14N2O4,226.23,226.0954,0,-0.05,56.84,115.81,5,5,4,16,1,1,0.3,0.279,C2:S,"InChI=1S/C10H14N2O4/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6/h2-4,12-14H,5,11H2,1H3,(H,15,16)/t10-/m0/s1",TZFNLOMSOLWIDK-JTQLQIEISA-N,0,Si,img/QFDOS-094_carbidopa.png,"Inhibidor periférico de la L-DOPA descarboxilasa (AADC, aminoácido aromático descarboxilasa). Estructuralmente es el análogo alfa-hidrazínico de la alfa-metildopa: el grupo hidrazino (-NH-NH2) forma una base de Schiff / hidrazona irreversible con el cofactor piridoxal fosfato (PLP) inactivando la enzima. Se administra en combinación fija con levodopa (e.g., Sinemet) para suprimir su descarboxilación periférica prematura en tracto digestivo y plasma sanguíneo. Al ser una especie zwitteriónica altamente polar (TPSA 115.8 Å²), no atraviesa la barrera hematoencefálica (BHE) ni es sustrato de LAT1, confinando el bloqueo a la periferia y optimizando la fracción de levodopa libre que penetra al SNC. Eutómero (S)."
