id,nombre,nombre_en,tema,familia,cas,chembl_id,smiles_entrada,smiles_ph74,carga_neta_ph74,smiles_canonico,formula,mw,masa_exacta,carga_formal,logp,refractividad_molar,tpsa,hbd,hba,enlaces_rotables,atomos_pesados,anillos,anillos_aromaticos,fraccion_csp3,qed,estereocentros_cip,inchi,inchikey,lipinski_violaciones,cumple_lipinski,imagen,notas
QFDOS-026,Atracurio,Atracurium,Bloqueantes neuromusculares,Bis-bencilisoquinolina biscuaternaria,,CHEMBL1360,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,2,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,C53H72N2O12+2,929.16,928.5074,2,8.07,255.32,126.44,0,12,24,67,6,4,0.509,0.038,4 centro(s) sin definir,"InChI=1S/C53H72N2O12/c1-54(22-18-38-32-48(62-7)50(64-9)34-40(38)42(54)28-36-14-16-44(58-3)46(30-36)60-5)24-20-52(56)66-26-12-11-13-27-67-53(57)21-25-55(2)23-19-39-33-49(63-8)51(65-10)35-41(39)43(55)29-37-15-17-45(59-4)47(31-37)61-6/h14-17,30-35,42-43H,11-13,18-29H2,1-10H3/q+2",YXSLJKQTIDHPOT-UHFFFAOYSA-N,3,No,img/QFDOS-026_atracurio.png,"Bloqueante neuromuscular no despolarizante bis-bencilisoquinolinico. Dos amonios cuaternarios separados por un espaciador de diester pentametilendiol; la distancia entre las dos cargas reproduce la de dos moleculas de acetilcolina y explica el antagonismo competitivo sobre el receptor nicotinico de la placa motora. Se degrada por eliminacion de Hofmann espontanea a pH y temperatura fisiologicos mas hidrolisis por esterasas plasmaticas, de modo que su duracion no depende de la funcion renal ni hepatica: es la razon de diseno de la molecula. Mezcla de 10 estereoisomeros (cuatro centros: dos carbonos bencilicos y dos nitrogenos cuaternarios); el cisatracurio es uno solo de ellos. ChEMBL lo almacena sin estereoquimica y aqui se conserva asi. Aviso de descriptores: con carga +2 permanente el logP de Crippen (8.07) carece de sentido fisico y las tres violaciones de Lipinski no predicen nada, porque se administra por via intravenosa y actua en la union neuromuscular sin necesidad de absorcion oral. ATC M03AC04"
QFDOS-027,Acetil coenzima A,Acetyl-CoA,Biosintesis colinergica,Tioester de coenzima A,,,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],-4,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C23H38N7O17P3S,809.58,809.1258,0,-1.32,172.77,363.63,9,18,19,51,3,2,0.652,0.059,C15:R; C31:R; C33:R; C44:R; C46:S,"InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/t13-,16-,17-,18+,22-/m1/s1",ZSLZBFCDCINBPY-ZSJPKINUSA-N,3,No,img/QFDOS-027_acetil_coenzima_a.png,"Donante del grupo acetilo en la biosintesis de acetilcolina: la colina acetiltransferasa (ChAT) transfiere el acetilo del tioester a la colina en la terminal presinaptica, y la ChAT es el marcador bioquimico de neurona colinergica. Procede sobre todo de la descarboxilacion oxidativa del piruvato. La clave quimica es el tioester: el azufre estabiliza mucho peor el carbonilo por resonancia que un oxigeno, de modo que el carbono acilico es mas electrofilo y la transferencia del acetilo resulta mucho mas favorable que desde un ester convencional. Es la razon de que la naturaleza acile con tioesteres y no con esteres. A pH 7.4 los tres fosfatos estan ionizados (carga neta -4). Estructura derivada mecanicamente de la coenzima A de ChEMBL (CHEMBL1213327) por S-acetilacion del tiol; el InChIKey resultante coincide con el obtenido escribiendo el SMILES a mano de forma independiente. Sin entrada propia en ChEMBL. Segundo contraejemplo de Lipinski de la base junto al atracurio, esta vez por exceso de polaridad"
QFDOS-028,Adifenina,Adiphenine,Antagonistas muscarinicos,Aminoester sintetico,,CHEMBL353846,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,0,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,C20H25NO2,311.43,311.1885,0,3.7,93.47,29.54,0,3,8,23,2,2,0.35,0.696,aquiral,"InChI=1S/C20H25NO2/c1-3-21(4-2)15-16-23-20(22)19(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14,19H,3-4,15-16H2,1-2H3",JGOAIQNSOGZNBX-UHFFFAOYSA-N,0,Si,img/QFDOS-028_adifenina.png,"Primer paso de la simplificacion sintetica del farmacoforo antimuscarinico: el tropano de la atropina se sustituye por un dietilaminoetanol y el acido tropico por acido difenilacetico. Conserva el ester, el nitrogeno basico a dos carbonos y el volumen aromatico, pero pierde el hidroxilo en alfa. Sin ese OH la afinidad muscarinica es modesta y buena parte de su accion antiespasmodica es musculotropa directa sobre el musculo liso, no antimuscarinica. Amina terciaria: no queda confinada a la periferia. Ocho enlaces rotables, con los dos fenilos girando libremente"
QFDOS-029,Benactizina,Benactyzine,Antagonistas muscarinicos,Aminoester sintetico,,CHEMBL70352,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,C20H25NO3,327.42,327.1834,0,2.81,94.63,49.77,1,4,8,24,2,2,0.35,0.758,aquiral,"InChI=1S/C20H25NO3/c1-3-21(4-2)15-16-24-19(22)20(23,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14,23H,3-4,15-16H2,1-2H3",IVQOFBKHQCTVQV-UHFFFAOYSA-N,0,Si,img/QFDOS-029_benactizina.png,"Adifenina mas un hidroxilo en alfa: el acido difenilacetico pasa a acido bencilico (difenilglicolico). Ese OH reproduce el del acido tropico de la atropina y forma el enlace de hidrogeno con el receptor que falta en la adifenina, de modo que la afinidad muscarinica sube de forma marcada. Es el ejemplo mas limpio de la base para mostrar que un solo grupo hidroxilo decide la afinidad. Amina terciaria y lipofilia suficiente para el SNC: se empleo como ansiolitico y los esteres del acido bencilico con aminas terciarias son la familia de los antimuscarinicos centrales. El QED sube a 0.76, el mas alto del bloque"
QFDOS-030,Propantelina,Propantheline,Antagonistas muscarinicos,Aminoester cuaternario,,CHEMBL1180725,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,C23H30NO3+,368.5,368.222,1,4.73,107.08,35.53,0,3,6,27,3,2,0.435,0.546,aquiral,"InChI=1S/C23H30NO3/c1-16(2)24(5,17(3)4)14-15-26-23(25)22-18-10-6-8-12-20(18)27-21-13-9-7-11-19(21)22/h6-13,16-17,22H,14-15H2,1-5H3/q+1",VVWYOYDLCMFIEM-UHFFFAOYSA-N,0,Si,img/QFDOS-030_propantelina.png,"Dos modificaciones sobre la misma plantilla. Primera: los dos fenilos libres se atan en un xanteno mediante un puente de oxigeno, lo que rigidifica el sistema en la disposicion adecuada y baja los enlaces rotables de 8 a 6. Segunda: la amina se cuaterniza con metilo y dos isopropilos, de modo que la carga permanente confina el efecto a la periferia igual que en la metilatropina o el ipratropio. Resultado: antiespasmodico y antisecretor gastrico por via oral sin efectos centrales. ATC A03AB05. Se maneja como bromuro (Pro-Banthine)"
QFDOS-031,Piperidolato,Piperidolate,Antagonistas muscarinicos,Aminoester sintetico,,CHEMBL1623992,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1,CCN1CCCC(C1)OC(=O)C(c1ccccc1)c1ccccc1,0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,C21H25NO2,323.44,323.1885,0,3.85,95.96,29.54,0,3,5,24,3,2,0.381,0.783,1 centro(s) sin definir,"InChI=1S/C21H25NO2/c1-2-22-15-9-14-19(16-22)24-21(23)20(17-10-5-3-6-11-17)18-12-7-4-8-13-18/h3-8,10-13,19-20H,2,9,14-16H2,1H3",KTHVBAZBLKXIHZ-UHFFFAOYSA-N,0,Si,img/QFDOS-031_piperidolato.png,"Mismo acido difenilacetico que la adifenina, pero el aminoalcohol se cicla: 1-etilpiperidin-3-ilo en lugar de dietilaminoetilo. El nitrogeno basico queda incorporado al anillo y la distancia entre el nitrogeno y el ester se rigidifica, la misma idea que el xanteno de la propantelina aplicada al otro extremo de la molecula. Sin hidroxilo en alfa, igual que la adifenina. Racemico: el C3 de la piperidina es estereocentro y se guarda sin definir. Antiespasmodico. AVISO: el SMILES de la tabla de origen estaba mal escrito (reutilizaba el digito 1 de cierre de anillo con el anillo de piperidina aun abierto) y generaba un esqueleto macrociclico distinto con la misma formula molecular C21H25NO2; aqui se almacena la estructura corregida, que coincide con la base libre de CHEMBL1511957 (hidrocloruro), parent CHEMBL1623992."
QFDOS-032,Ciclopentolato,Cyclopentolate,Antagonistas muscarinicos,Aminoester sintetico,,CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,C17H25NO3,291.39,291.1834,0,2.18,82.11,49.77,1,4,6,21,2,1,0.588,0.816,1 centro(s) sin definir,"InChI=1S/C17H25NO3/c1-18(2)12-13-21-16(19)15(14-8-4-3-5-9-14)17(20)10-6-7-11-17/h3-5,8-9,15,20H,6-7,10-13H2,1-2H3",SKYSRIRYMSLOIN-UHFFFAOYSA-N,0,Si,img/QFDOS-032_ciclopentolato.png,"Patron mandelico modificado: el carbono alfa lleva un fenilo y un 1-hidroxiciclopentilo. El hidroxilo terciario sobre el ciclopentano hace el papel del OH de la benactizina y del acido tropico de la atropina, mientras que el ciclopentano sustituye al segundo fenilo y reduce volumen. Aminoalcohol dimetilaminoetilo, mas corto que el dietilo de adifenina y benactizina. Midriatico y cicloplejico topico en oftalmologia, con duracion de horas frente a los dias de la atropina: el ejemplo de manual de como se ajusta la duracion de accion dentro de una misma familia. Racemico. Verificado contra ChEMBL: base libre de CHEMBL1200473 (hidrocloruro), parent CHEMBL1201338."
QFDOS-033,Trihexifenidilo,Trihexyphenidyl,Antagonistas muscarinicos,Aminopropanol,,CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,C20H31NO,301.47,301.2406,0,4.33,91.82,23.47,1,2,5,22,3,1,0.7,0.875,1 centro(s) sin definir,"InChI=1S/C20H31NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1,4-5,10-11,19,22H,2-3,6-9,12-17H2",HWHLPVGTWGOCJO-UHFFFAOYSA-N,0,Si,img/QFDOS-033_trihexifenidilo.png,"Ruptura del patron ester: el grupo funcional pasa a ser un carbinol terciario (aminopropanol). Sin ester no hay hidrolisis por esterasas y la duracion de accion se alarga mucho, mientras el hidroxilo sigue proporcionando el enlace de hidrogeno con el receptor. Los dos restos voluminosos son un fenilo y un ciclohexilo, uno aromatico y otro saturado, y la amina basica es una piperidina. Lipofilia alta (logP 4.33) y TPSA minima (23.47) con amina terciaria: entra en SNC y se usa como antiparkinsoniano por bloqueo muscarinico estriatal, que corrige el desequilibrio dopaminergico-colinergico. Racemico: el carbinol es estereocentro y se guarda sin definir. Verificado contra ChEMBL: base libre de CHEMBL1092 (hidrocloruro), parent CHEMBL1490."
QFDOS-034,Isopropamida,Isopropamide,Antagonistas muscarinicos,Amidoamonio cuaternario,,CHEMBL1201232,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,1,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,C23H33N2O+,353.53,353.2587,1,4.11,108.8,43.09,1,1,8,26,2,2,0.435,0.713,aquiral,"InChI=1S/C23H32N2O/c1-18(2)25(5,19(3)4)17-16-23(22(24)26,20-12-8-6-9-13-20)21-14-10-7-11-15-21/h6-15,18-19H,16-17H2,1-5H3,(H-,24,26)/p+1",JTPUMZTWMWIVPA-UHFFFAOYSA-O,0,Si,img/QFDOS-034_isopropamida.png,"Doble ruptura respecto al patron clasico. Primera: el ester se sustituye por una amida primaria, que no es sustrato de esterasas y prolonga la accion. Segunda: amonio cuaternario con metilo y dos isopropilos, exactamente el mismo patron de nitrogeno que la propantelina, de modo que el efecto queda confinado a la periferia. Ademas la cadena es un butanamida, con un carbono mas entre el nitrogeno y el centro cuaternario que en los aminoesteres. Antisecretor gastrico de accion prolongada. Se maneja como yoduro (ver QFDOS-035). Verificado contra ChEMBL: cation de CHEMBL1200347, parent CHEMBL1201232."
QFDOS-035,Yoduro de isopropamida,Isopropamide iodide,Antagonistas muscarinicos,Sal de amonio cuaternario,,CHEMBL1200347,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-],C23H33IN2O,480.43,480.1638,0,1.12,108.8,43.09,1,1,8,27,2,2,0.435,0.447,aquiral,"InChI=1S/C23H32N2O.HI/c1-18(2)25(5,19(3)4)17-16-23(22(24)26,20-12-8-6-9-13-20)21-14-10-7-11-15-21;/h6-15,18-19H,16-17H2,1-5H3,(H-,24,26);1H",BFSMWENDZZIWPW-UHFFFAOYSA-N,0,Si,img/QFDOS-035_yoduro_de_isopropamida.png,"Sal de yoduro de la isopropamida, que es la forma comercializada y pesada en formulacion. Primera entrada de la base que almacena una sal en lugar del cation: el resto de cuaternarios (metilatropina, ipratropio, butilescopolamina, propantelina, carbacol, betanecol) estan guardados solo como cation, con el contraion anotado. Se incluye porque figuraba como fila propia en la tabla de origen; conviene decidir si se generaliza el criterio o si esta entrada se retira. Util: el yoduro aporta 126.90 al peso molecular (480.43 frente a 353.53) para calculos de dosificacion. Enganoso: los descriptores calculados sobre la sal no describen la especie activa, y se ve en el logP, que cae de 4.11 en el cation a 1.12 en el yoduro porque el contraion entra en el calculo de Crippen. Es la razon por la que la base guarda cationes. Verificado contra ChEMBL: CHEMBL1200347, InChIKey coincidente."
